,Ad_ID,date,brand,Model,Year,Condition,Kilometers,Engine Capacity (CC),Transmission Type,Body Type,Fabrica?,price
0,5e14fbcc0536470cb01494145f8bfdd6,18-02-2023,JAC,JS4,2022,Used,"8,403",1500,Automatic,SUV,Yes,530000
1,16ca78db11a64a5f95b53e61bb6f8331,09-02-2023,Volkswagen,Golf,2023,Used,100,1200,Automatic,Hatchback,,1950000
2,06701e9061c042b48b9ca73317c5ee79,09-02-2023,Mercedes,EQS,2023,Used,100,6400,Automatic,Hatchback,,5200000
3,9551c6b0ece54461ae937d56a89be50e,09-02-2023,Audi,A5,2023,Used,100,2000,Automatic,Sedan,,3225000
4,3abaf9aecdeb48babc8a611b0c470c8b,07-02-2023,BYD,F3,2023,Used,"14,397",1500,Manual,Sedan,,330000
5,dde1829d1e004b49a9d36f4fe35eef4a,07-02-2023,Chevrolet,Optra,2023,Used,38,1500,Automatic,Sedan,,450000
6,430i,06-02-2023,BMW,430i Convertible,2022,Used,10,2000,Dual Clutch,Cabriolet,Yes,900000
7,xc,16-02-2023,Volvo,XC 90,2021,Used,"16,000",2000,Automatic,SUV,,1180000
8,glc,14-02-2023,Mercedes,GLC 200,2020,Used,"12,600",2000,Automatic,SUV,,2700000
9,c5,03-02-2023,Citroen,C5 Aircross,2020,Used,"40,000",1600,Automatic,SUV,Yes,288000
10,glc,18-02-2023,Mercedes,GLC 300,2020,Used,"82,000",2000,Automatic,Hatchback,,2400000
11,fa8eb86bd44f42ca81772f9e4575c478,18-02-2023,Toyota,Corolla,2019,Used,"30,000",1600,Automatic,Sedan,,680000
12,8692bf6a1f3443aabc82d9a2216383d8,18-02-2023,Mercedes,B150,2009,Used,"114,000",1500,Automatic,Hatchback,Yes,385000
13,6b2f96f2464a4f19a8057d976066f01f,18-02-2023,Skoda,Octavia,2015,Used,"160,000",1600,Automatic,Station,,510000
14,56b110daea764fcdb440536ca4323d61,18-02-2023,Audi,Q3,2016,Used,"140,000",1400,Automatic,SUV,,750000
15,35a8b7481ecf46b6b770c78fe07f0238,18-02-2023,Audi,Q3,2021,Used,"35,000",1400,Automatic,SUV,Yes,1200000
16,07557b17cd7547eebf5d4d957121c5a0,18-02-2023,Mitsubishi,Lancer,2009,Used,"180,000",1600,Automatic,Sedan,,350000
17,760478e62fc64c77b48a1a552471bdc3,18-02-2023,Speranza,Tiggo,2013,Used,"125,000",1600,Manual,SUV,Yes,197000
18,emgrand,18-02-2023,Geely,Emgrand 7,2015,Used,"96,000",1500,Manual,Sedan,Yes,190000
19,3d50ed5749c44351a49124165002f8b6,18-02-2023,Seat,Leon,2015,Used,"112,000",1200,Automatic,Hatchback,,445000
20,255f7500fe6a47068c188eb45767acb3,18-02-2023,Kia,Carens,2011,Used,"160,000",1600,Automatic,SUV,,350000
21,4da27a6b94ef4004ac79c150258a853c,18-02-2023,MG,ZS,2022,Used,"1,000",1500,Automatic,SUV,Yes,640000
22,b31503c4659d4f0db21db6f4d04870a6,13-02-2023,BMW,M850i,2020,Used,"23,000",4400,Automatic,Cabriolet,,4500000
23,grand,10-02-2023,Opel,Grand Land,2021,Used,"44,270",1600,Automatic,SUV,Yes,930000
24,911c94081e574fccb5403a5678b924cf,09-02-2023,Volkswagen,Tiguan,2023,Used,100,1400,Automatic,Hatchback,,1730000
25,nissan,07-02-2023,Nissan Motor Egypt,Sunny,2020,Used,"44,566",1500,Automatic,Sedan,,365000
26,arrizo,18-02-2023,Chery,ARRIZO 5,2022,Used,"21,552",1500,Automatic,Sedan,,395000
27,nissan,18-02-2023,Nissan Motor Egypt,Sunny,2015,Used,"179,394",1500,Automatic,Sedan,,260000
28,60f031ab7469413f8c99df36a6d7a4bc,06-02-2023,BMW,M5,2022,Used,10,4400,Dual Clutch,Sedan,Yes,2400000
29,m8,06-02-2023,BMW,M8,2022,Used,10,4400,Automatic,Sedan,Yes,3000000
30,xc,13-02-2023,Volvo,XC 60,2022,Used,"17,500",2000,Automatic,SUV,,1950000
31,36c4410927a243a782e578bf30fa5a92,10-02-2023,Toyota,Corolla,2021,Used,"37,000",1600,Automatic,Sedan,Yes,800000
32,07875f7548a64b3dbcf6c01f582a7dcd,18-02-2023,MG,5,2021,Used,"52,000",1500,Automatic,Sedan,Yes,425000
33,f480599d49c7459aaaed922b83b622a1,18-02-2023,Brilliance,FSV,2014,Used,"122,000",1500,Automatic,Sedan,,170000
34,sandero,18-02-2023,Renault,Sandero Stepway,2016,Used,"80,000",1600,Automatic,SUV,No,225000
35,tiggo,18-02-2023,Chery,Tiggo 3,2019,Used,"115,000",1600,Automatic,Hatchback,Yes,350000
36,elantra,18-02-2023,Hyundai,Elantra HD,2009,Used,"159,000",1600,Automatic,Sedan,,290000
37,sandero,18-02-2023,Renault,Sandero Stepway,2016,Used,"110,000",1600,Automatic,Hatchback,,295000
38,9db6d6916b014efebe71c7cdba3709a9,18-02-2023,Skoda,KAMIQ,2021,Used,"50,000",1600,Automatic,SUV,,900000
39,c7fff1528dbf4cfbbb128e9f0c017657,18-02-2023,Hyundai,Getz,2008,Used,"240,000",1600,Automatic,Hatchback,,230000
40,1043827881f6423799ede6051e1b0195,18-02-2023,Renault,Clio,2002,Used,"176,000",1200,Manual,Sedan,,75000
41,008c26fb345b414eb3b7700315278922,18-02-2023,BMW,X3,2009,Used,"190,000",3000,Automatic,SUV,,440000
42,b23d4b524f6c496d96be3c7503749d74,18-02-2023,Hyundai,I10,2008,Used,"130,000",1100,Manual,Hatchback,,140000
43,elantra,18-02-2023,Hyundai,Elantra AD,2017,Used,"67,000",1600,Automatic,Sedan,Yes,505000
44,c5,16-02-2023,Citroen,C5 Aircross,2020,Used,"28,755",1600,Automatic,SUV,Yes,930000
45,5a872cef2ad6415e83ca13965a979a8a,16-02-2023,MG,5,2021,Used,"29,000",1500,Automatic,Sedan,Yes,505000
46,glc,09-02-2023,Mercedes,GLC 200,2023,Used,100,2000,Automatic,Hatchback,,3900000
47,grand,23-01-2023,Jeep,Grand Cherokee,2018,Used,"87,890",5700,Automatic,SUV,Yes,1650000
48,2583d2697abe42c3bc205245aee49ba0,21-01-2023,BYD,L3,2022,Used,"5,200",1500,Automatic,Sedan,Yes,375000
49,63c018012e08d8c7f5c67502,18-02-2023,BYD,F3,2020,Used,"72,799",1500,Manual,Sedan,No,270000
50,420i,14-02-2023,BMW,420i Gran Coupe,2022,Used,10,2000,Automatic,Sedan,,700000
51,bd7f763cf4bf483d80ad7209b5e672b1,05-02-2023,Porsche,Macan,2020,Used,"13,000",2000,Automatic,SUV,Yes,3150000
52,g,18-02-2023,Mercedes,G 63,2020,Used,"17,000",4000,Automatic,SUV,,3400000
53,33d7e3328f584291a3bc59f7fb6c595b,18-02-2023,BMW,X5,2018,Used,"50,000",4400,Automatic,SUV,Yes,2650000
54,elantra,18-02-2023,Hyundai,Elantra MD,2016,Used,"112,000",1600,Automatic,Sedan,Yes,430000
55,6a174cd1ea7d4d6ea5cd9e1c42951e59,18-02-2023,Ford,Fiesta,1998,Used,"150,000",1300,Manual,Hatchback,,68000
56,be68af9a5cf34335b35f92886dce8689,18-02-2023,Chevrolet,Lanos,2010,Used,"200,000",1500,Manual,Sedan,,110000
57,40ce5a6111d448e3ba02f8c80d47c80e,18-02-2023,Kia,Cerato,2012,Used,"120,000",1600,Automatic,Sedan,Yes,392000
58,nissan,18-02-2023,Nissan Motor Egypt,Juke,2016,Used,"65,000",1600,Automatic,Hatchback,,455000
59,20a010b6adfc4fc696afb7d937bc7464,18-02-2023,Ford,Fiesta,2019,Used,"150,000",1000,Manual,Hatchback,Yes,365000
60,4f2860976ea041e4bb21bfac0d2d6f4f,18-02-2023,Audi,A3,2023,Used,"1,000",1500,Automatic,Hatchback,,1600000
61,nissan,18-02-2023,Nissan Motor Egypt,Qashqai,2017,Used,"80,000",1200,Automatic,SUV,Yes,600000
62,0baee29975e849e6b4f231828c266913,18-02-2023,Kia,Cerato,2014,Used,"270,000",1600,Automatic,Sedan,Yes,435000
63,c7433022ddbe41a39fb09ca15b523521,18-02-2023,Volkswagen,Passat,2012,Used,"276,000",1400,Automatic,Sedan,Yes,520000
64,sandero,18-02-2023,Renault,Sandero Stepway,2016,Used,"115,000",1600,Automatic,Hatchback,Yes,300000
68,7dab8345766e4c6fa70fa6688f59c4f8,07-02-2023,Chevrolet,Optra,2023,Used,53,1500,Automatic,Sedan,,450000
71,750,14-02-2023,BMW,750 Li,2022,Used,10,4400,Automatic,Sedan,,2200000
73,430i,06-02-2023,BMW,430i Coupe,2022,Used,10,2000,Dual Clutch,Coupe,Yes,900000
74,10ca54b349a34fdbbd827d16bf4f4147,05-02-2023,Mercedes,E200,2020,Used,"55,000",2000,Automatic,Sedan,Yes,2325000
75,6e7ab4481e164544b82c4ac80b560cf2,18-02-2023,Toyota,Corolla,2009,Used,"154,000",1600,Automatic,Sedan,,250000
76,b4ce7defb2114ed19e348af215c11ec9,18-02-2023,Chevrolet,Aveo,2014,Used,"95,000",1500,Automatic,Sedan,Yes,233000
77,e85954e8ba92411489f1ec0c99b945c2,18-02-2023,Renault,Logan,2016,Used,"230,000",1600,Manual,Sedan,Yes,225000
78,55c095738b0e46ef8040ac689b15c8bd,18-02-2023,Mitsubishi,Lancer,2007,Used,"80,000",1600,Automatic,Sedan,,293000
79,fe844dc09b8641988b65b005181a2fa9,18-02-2023,Renault,Duster,2020,Used,"95,000",1600,Automatic,SUV,,520000
80,a4f92558117b4b7aa662f3fc7a144695,18-02-2023,Renault,Duster,2021,Used,"52,000",1600,CVT,SUV,,585000
81,bc877a2ad2874ad9a1a44378b1bc23af,18-02-2023,Kia,Sportage,2023,Used,"1,000",1600,Automatic,SUV,,1550000
82,nissan,18-02-2023,Nissan Motor Egypt,Sunny,2021,Used,"63,000",1500,Automatic,Sedan,,335000
83,emgrand,18-02-2023,Geely,Emgrand 7,2015,Used,"220,000",1500,Manual,Sedan,,175000
84,0762a830950c4a159048e864332640f9,18-02-2023,Peugeot,3008,2019,Used,"160,000",1600,Automatic,SUV,,800000
85,def2edb5aefc473f841a542e47818865,18-02-2023,Volkswagen,Jetta,2011,Used,"70,000",1600,Automatic,Sedan,Yes,520000
86,nissan,18-02-2023,Nissan Motor Egypt,Sunny,2018,Used,"195,000",1500,Automatic,Sedan,No,295000
88,33ce8194484d499a9f4f5bcd2114ae43,10-02-2023,Fiat,500X,2019,Used,"125,360",1400,Automatic,SUV,Yes,530000
91,model,23-01-2023,Tesla,Model Y,2022,Used,"4,000",2000,Automatic,SUV,Yes,2050000
92,arrizo,18-02-2023,Chery,ARRIZO 5,2022,Used,"11,191",1500,Automatic,Sedan,,395000
94,d1a40ecb51444af6a09fda3baa8def20,06-02-2023,BMW,M850i,2022,Used,10,4400,Dual Clutch,Sedan,Yes,1800000
96,ca026b07fd0548179469a698b9362267,09-02-2023,Mercedes,C180,2013,Used,"155,000",1600,Automatic,Sedan,,760000
97,45c17b0f1cd440d5911492751d5060f5,18-02-2023,Toyota,Corolla,2021,Used,"13,000",1600,Automatic,Sedan,Yes,860000
98,506275b0f0924ae99d0d9ac8ac2df111,18-02-2023,Skoda,Octavia,2002,Used,"180,000",1600,Automatic,Sedan,Yes,255000
99,nissan,18-02-2023,Nissan Motor Egypt,Qashqai,2012,Used,"135,000",1600,Automatic,SUV,,345000
100,accent,18-02-2023,Hyundai,Accent RB,2023,Used,"1,000",1600,Automatic,Sedan,,560000
101,00cbeb38c9a64b07bda642a98952f907,18-02-2023,Opel,Astra,2016,Used,"126,000",1600,Automatic,Sedan,Yes,420000
102,47f663b230fc410fabba392d96db2e8b,18-02-2023,Mitsubishi,Lancer,2015,Used,"152,000",1600,Automatic,Sedan,Yes,380000
103,nissan,18-02-2023,Nissan Motor Egypt,Sunny,2014,Used,"156,000",1500,Automatic,Sedan,,220000
104,4b489f0105204eddb54c7a17615234f7,18-02-2023,Kia,Rio,2014,Used,"112,000",1400,Automatic,Hatchback,Yes,380000
105,1bc1cc281a534f768faf94ff5d395574,18-02-2023,Renault,Scala,2010,Used,"189,000",1600,Automatic,Sedan,,225000
106,587743e46b8d4135842ade2e95bf1071,18-02-2023,MG,5,2022,Used,"1,000",1500,Automatic,Sedan,,590000
107,b91a8a7885ea44bb848981bf64e22bc0,18-02-2023,Toyota,Corolla,2006,Used,"80,000",1300,Manual,Sedan,Yes,370000
114,440i,14-02-2023,BMW,440i convertible,2022,Used,10,3000,Automatic,Cabriolet,,1100000
115,63bd6388b1162b5d94406424,18-02-2023,Mercedes,GT63,2019,Used,"4,000",3000,Automatic,Sedan,Yes,2140000
116,3390e61ff86f4679a31d0bc0af438a06,14-02-2023,Jeep,Renegade,2020,Used,"38,000",1400,Automatic,SUV,Yes,910000
117,cla,10-02-2023,Mercedes,CLA 200,2022,Used,"14,000",1300,Automatic,Sedan,,2000000
118,ef553cf9480b496d8aca0f5dd12b6e61,18-02-2023,Mitsubishi,Lancer,2008,Used,"134,000",1600,Manual,Sedan,,220000
119,5a22493c556340deb12263bb9fb7c0fe,18-02-2023,Mercedes,E200,2022,Used,"1,000",2000,Dual Clutch,Coupe,,3300000
120,ab76e2e11666447cb23a54a784fd1e62,18-02-2023,Kia,Xceed,2022,Used,"1,000",1500,Automatic,SUV,,930000
121,01793b1c69cb414f9264de59f77b4c0a,18-02-2023,Opel,Insignia,2015,Used,"101,000",1600,Automatic,Sedan,,610000
122,,18-02-2023,Mercedes,EQE 43,2022,Used,"1,000",800,Automatic,Sedan,,3680000
123,121881829d804082897e8c15c4ac83b5,18-02-2023,Renault,Fluence,2013,Used,"150,000",1600,Automatic,Sedan,,340000
124,f0591f04b7164beba5a3465978192ef0,18-02-2023,Mazda,6,2020,Used,"83,000",2500,Automatic,Sedan,,600000
125,81a1b98ae7044f6babebb71c37dd0bae,18-02-2023,Volkswagen,Jetta,2010,Used,"211,000",1600,Automatic,Sedan,,395000
126,6618120bc0ba4459b5ad647786e95fcf,18-02-2023,Daewoo,Nubira,2005,Used,"200,000",1600,Manual,Sedan,,120000
127,verna,18-02-2023,Hyundai,Verna 1.6,2011,Used,"115,000",1600,Manual,Sedan,,215000
128,gls,18-02-2023,Mercedes,GLS 580,2022,Used,"1,000",4000,Automatic,SUV,,5600000
129,nissan,18-02-2023,Nissan Motor Egypt,Maxima,2019,Used,"38,000",3500,Automatic,Sedan,,990000
131,d2c39049d36c47bf938aa39ce6fa2117,16-02-2023,Mercedes,C180,2022,Used,"8,500",1500,Automatic,Sedan,,2300000
133,c35de82253364bfcbbd7606722a32ef2,10-02-2023,Renault,Megane,2021,Used,"60,000",1200,Automatic,Sedan,Yes,730000
136,440i,08-02-2023,BMW,440i Gran Coupe,2022,Used,10,3000,Dual Clutch,Sedan,Yes,1100000
138,6c19ee1ad0a64af0a8241b02ddbd13e9,03-02-2023,Mercedes,C180,2022,Used,"4,000",1500,Automatic,Sedan,Yes,2450000
139,g,18-02-2023,Mercedes,G 63,2021,Used,"4,000",4000,Automatic,SUV,,4200000
140,17fa00b1c6014e5c94e5835261974b63,18-02-2023,Renault,Logan,2017,Used,"12,800",1600,Manual,Sedan,Yes,259000
141,nissan,18-02-2023,Nissan Motor Egypt,Sentra,2018,Used,"113,000",1600,Automatic,Sedan,Yes,357500
142,57dcefc485644f738e76918e7d5229c5,18-02-2023,Kia,Cerato,2017,Used,"75,000",1600,Automatic,Sedan,,550000
143,517960a71f9b44f6a13c6038d988d60c,18-02-2023,Chevrolet,Optra,2016,Used,"160,000",1400,Automatic,Sedan,,200000
144,9a54388c97bd4724bc8ce0211f7670c3,18-02-2023,Infiniti,Q30,2019,Used,"9,000",1600,Automatic,Hatchback,,780000
145,72243a8ceeba4e65918dbdd80446d623,18-02-2023,BMW,Z4,2022,Used,"1,000",2000,Automatic,Cabriolet,,3200000
146,c,18-02-2023,Citroen,C-Elysee,2022,Used,"14,500",1600,Automatic,Sedan,,550000
147,c1c4970f60e4455d8f7726de809be8bd,18-02-2023,BMW,218i,2021,Used,"56,000",1500,Automatic,Sedan,,1350000
148,c2619f2e911740fca2f823aa871418b0,18-02-2023,Mercedes,E240,2003,Used,"242,000",2500,Automatic,Sedan,,470000
149,48f88f3896dc40bbbd80d07aeef428a7,18-02-2023,BYD,F3,2011,Used,"480,048",1500,Manual,Sedan,,120000
150,32a11603de864889bde84a314d1238d7,18-02-2023,Kia,Cerato,2017,Used,"15,000",1600,Automatic,Sedan,Yes,585000
156,elantra,18-02-2023,Hyundai,Elantra HD,2020,Used,"75,525",1600,Automatic,Sedan,,460000
157,8b5ae2b2eccb42ed94925a4804ebe217,07-02-2023,Jaguar,XE,2021,Used,"30,000",2000,Automatic,Sedan,Yes,940000
158,flying,18-02-2023,Bentley,Flying spur,2021,Used,"2,000",4000,Automatic,Sedan,,4160000
161,028e886ff4c04f5d83aa2a2acca5c9d0,17-02-2023,Cadillac,Escalade,2015,Used,"22,000",6200,Automatic,Hatchback,,4500000
162,cf8f73a5009f4ad5ab1ad286af170ded,17-02-2023,Jeep,Wrangler,2010,Used,"180,000",3800,Automatic,SUV,,530000
163,52f9cf8610eb456f9d7a9e9d0e1e145c,17-02-2023,Zotye,T600,2019,Used,"100,000",1600,Automatic,SUV,,415000
164,b06e7ea0aeb34bbfb18baca048f3f5a5,17-02-2023,Dodge,Durango,2003,Used,"200,000",5700,Automatic,SUV,,355000
165,da0af9a42fa94186af685f9c20a2c77a,17-02-2023,Kia,Cerato,2015,Used,"175,000",1600,Automatic,Sedan,,430000
166,a3822d2f70964bed9ff07faf62f9ce2b,17-02-2023,Proton,Preve,2019,Used,"80,000",1600,Automatic,Sedan,Yes,350000
167,emgrand,17-02-2023,Geely,Emgrand 7,2015,Used,"150,000",1500,Manual,Sedan,,165000
168,317a3dc7d5524e3c968a59e5fff3937c,17-02-2023,Volkswagen,Golf,1993,Used,"220,000",1800,Manual,Hatchback,,150000
169,ae475921c43d4ce8945093c44066b3b3,17-02-2023,Volkswagen,Jetta,2011,Used,"255,000",1600,Automatic,Sedan,Yes,368000
170,arrizo,17-02-2023,Chery,ARRIZO 5,2023,Used,"11,000",1500,Manual,Sedan,,350000
171,b791f871bbfd4e87a961e4691a7144a5,17-02-2023,BMW,320i,2006,Used,"185,000",2000,Automatic,Sedan,,330000
172,cla,17-02-2023,Mercedes,CLA 200,2022,Used,"1,000",1300,Automatic,Sedan,,2150000
173,d559cd7810f84ebd8453d0aaafb6c4d3,18-02-2023,Fiat,Tipo,2021,Used,"50,400",1400,Automatic,Sedan,Yes,575000
178,63c0188f2e08d8c7f5c67504,18-02-2023,BYD,F3,2020,Used,"96,756",1500,Manual,Sedan,No,275000
180,420i,14-02-2023,BMW,420i Coupe,2022,Used,"1,500",2000,Automatic,Coupe,,700000
182,54907f3aef8542968ca432dd34b1eacc,08-02-2023,Porsche,Macan,2021,Used,"35,000",2000,Automatic,SUV,Yes,1180000
183,952aa2cf836b465380a1762db5e87d20,17-02-2023,Seat,Ibiza,2021,Used,"50,000",1600,Automatic,Hatchback,Yes,700000
184,a32dade28d134d65bd21228b73450d34,17-02-2023,Toyota,Corolla,2017,Used,"10,000",1600,Automatic,Sedan,Yes,650000
185,elantra,17-02-2023,Hyundai,Elantra HD,2021,Used,"80,000",1600,Automatic,Sedan,Yes,475000
186,elantra,17-02-2023,Hyundai,Elantra AD,2019,Used,"65,000",1600,Automatic,Sedan,,455000
187,0445a34acd504dc8895f50d69590ac1d,17-02-2023,Chevrolet,Lanos,2011,Used,"115,500",1500,Manual,Sedan,,198000
188,e77cca01ea344e1588003cfe98345099,17-02-2023,Toyota,Corolla,2017,Used,"73,000",1600,Automatic,Sedan,,550000
189,4bc11a30bf9a4941b5997ec8cce0f9aa,17-02-2023,Opel,Astra,2008,Used,"125,000",1800,Automatic,Hatchback,,200000
190,8c7dcb2a8e314ec39c21acb56828698d,17-02-2023,Fiat,Tipo,2022,Used,100,1600,Automatic,Sedan,Yes,695000
191,lanos,17-02-2023,Daewoo,Lanos II,1999,Used,"160,000",1500,Manual,Sedan,No,100000
192,391fce197c314f62b502697a246a6ae6,17-02-2023,BMW,318i,2019,Used,"98,000",1500,Automatic,Sedan,,980000
193,452ca8a666da41adb8e3664375aa8213,17-02-2023,MG,ZS,2022,Used,"1,000",1500,Automatic,SUV,Yes,685000
194,9942a4b83b8542d58737636afc2b0adf,17-02-2023,Skoda,Felicia,1995,Used,"175,000",1300,Manual,Hatchback,,65000
202,e300e,16-02-2023,Mercedes,E300e Amg,2021,Used,"9,000",2000,Automatic,Sedan,,1400000
203,cross,26-01-2023,Opel,Cross Land,2022,Used,"10,000",1200,Automatic,SUV,Yes,246000
204,5b49b2530997491492d1c92827789f7e,16-02-2023,Kia,Sportage,2019,Used,"66,000",1600,Automatic,SUV,No,820000
205,ca964ea299774fe081896dc7ebe93e59,16-02-2023,Kia,Picanto,2011,Used,"109,000",1100,Automatic,Hatchback,,240000
206,618ccec7eef3483cab36d4823c178bf3,16-02-2023,JETOUR,X70,2022,Used,"25,000",1500,Automatic,SUV,,550000
207,elantra,16-02-2023,Hyundai,Elantra CN7,2021,Used,"18,000",1600,Automatic,Sedan,,835000
208,elantra,16-02-2023,Hyundai,Elantra HD,2009,Used,"150,000",1600,Automatic,Sedan,Yes,270000
209,7787b7c9a4e148b087f2dbe0340775b1,16-02-2023,Peugeot,3008,2016,Used,"130,700",1600,Automatic,SUV,,450000
210,22810db50e664f7d98d10f4d68d93761,16-02-2023,Kia,Sportage,2022,Used,"13,000",1600,Automatic,SUV,Yes,1150000
211,1a244f001c0f4752a84570347413b94a,16-02-2023,BMW,528i,2002,Used,"157,000",2800,Automatic,Sedan,,320000
212,glc,16-02-2023,Mercedes,GLC 300,2023,Used,10,2000,Automatic,SUV,,4200000
213,8448fbb1b61f41e3b9628578dae2d07f,16-02-2023,Kia,Cerato,2010,Used,"157,000",1600,Automatic,Sedan,,290000
214,cross,16-02-2023,Volkswagen,Cross Fox,2018,Used,"127,000",1400,Automatic,Sedan,,850000
215,c08677e6964f4dbfb53360a87f574234,16-02-2023,Mercedes,E200,1996,Used,"221,000",1600,Automatic,Sedan,,351000
223,28f826e2d5ea4e7eb23d3af9f1efb280,08-02-2023,Porsche,Cayenne,2022,Used,"9,000",4000,Automatic,SUV,,2960000
225,gls,14-02-2023,Mercedes,GLS 580,2023,Used,10,4000,Automatic,SUV,,6250000
226,alfa,16-02-2023,Alfa Romeo,Giulia,2020,Used,"40,000",2000,Automatic,Sedan,Yes,1350000
227,dfb7001f88f34b32aad1cc5342cc2563,16-02-2023,Toyota,Fortuner,2023,Used,"1,000",2700,Automatic,SUV,,2100000
228,2f4ef59ddfe44ac8ad5b40df60b65aa1,16-02-2023,Jeep,Renegade,2019,Used,"80,000",1400,Automatic,SUV,Yes,695000
229,6768c022e34e4de5b8415dc4f2c0557d,16-02-2023,Toyota,Belta,2022,Used,"1,000",1500,Automatic,Sedan,Yes,600000
230,cf0234ee4e0c49ac928210f483f32328,16-02-2023,Peugeot,301,2022,Used,"1,000",1600,Automatic,Sedan,Yes,550000
231,elantra,16-02-2023,Hyundai,Elantra HD,2022,Used,"1,000",1600,Automatic,Sedan,Yes,510000
232,8c5dcf0b569043679401e504b3410345,16-02-2023,Chevrolet,Silverado,2021,Used,"10,000",5300,Automatic,Pickup,,1000000
233,156ab13fc81d489fb65c54c540b15b7a,16-02-2023,Toyota,Corolla,2019,Used,"92,000",1600,Automatic,Sedan,,730000
234,13acd2be29074af7807d7cfc920f479e,16-02-2023,Hyundai,Tucson,2019,Used,"43,000",1600,Automatic,SUV,,920000
235,a623ea2016e948f29c7dabc38835feb8,16-02-2023,Ford,Focus,2012,Used,999,1600,Automatic,Sedan,Yes,335000
236,c,16-02-2023,Mercedes,C 250,2012,Used,"150,000",1800,Automatic,Sedan,Yes,880000
237,glc,16-02-2023,Mercedes,GLC 200,2023,Used,100,2000,Automatic,Hatchback,,3450000
243,63c02c23161daf55d5265d1d,18-02-2023,Chevrolet,Optra,2021,Used,"100,827",1500,Automatic,Sedan,,370000
246,63a98ce7d464dfb4ae772ff7,16-02-2023,Mercedes,C180,2022,Used,10,1500,Automatic,Sedan,,2325000
248,2a5363fe934848658f3de836e6fa729c,16-02-2023,Opel,Astra,2021,Used,"55,000",1400,Automatic,Sedan,,495000
249,7bb68c44ee4a4346acd940d0301c7515,16-02-2023,Skoda,Octavia,2021,Used,"78,000",1400,Automatic,Sedan,Yes,970000
250,land,16-02-2023,Land Rover,New Range Rover,2022,Used,160,2000,Automatic,SUV,Yes,5200000
251,4025e109e5ff46249349c026af555514,16-02-2023,Volkswagen,Passat,2008,Used,"120,000",1600,Automatic,Sedan,,330000
252,e8b3421e12f9450ea830dce73843dc60,16-02-2023,Hyundai,Matrix,2007,Used,"115,000",1600,Automatic,Hatchback,Yes,280000
253,681779d6b97448f2a7f2415adf6d44a3,16-02-2023,Audi,A4,2007,Used,"160,000",1600,Manual,Sedan,Yes,320000
254,d0d3b5de33f749c59d2c3fa22182a252,16-02-2023,JAC,S2,2019,Used,"80,000",1500,Automatic,SUV,,270000
255,b127e67a0df245a4850d39b36257d286,16-02-2023,Mercedes,E200,2022,Used,"12,000",2000,Automatic,Cabriolet,,4000000
256,2ec189bd92c740bf82ce4328011b70ce,16-02-2023,Hyundai,Accent,2011,Used,"180,000",1600,Manual,Sedan,,218000
257,fe7cfa507e434447ac23ec61108d7661,16-02-2023,Mercedes,C180,2003,Used,"300,000",1600,Automatic,Sedan,,390000
258,07a320eb233f4fb490e672745dcd5421,16-02-2023,Faw,X40,2017,Used,"70,000",1600,Automatic,SUV,Yes,310000
265,440i,06-02-2023,BMW,440i convertible,2022,Used,10,3000,Automatic,Cabriolet,Yes,1100000
266,62e4389f7f2d4fe4906c4235fe9f0a6c,14-02-2023,Mercedes,C200,2019,Used,"19,700",1500,Automatic,Sedan,,1850000
267,7ee08eb6a944404dbfa029e0cacc23e0,13-02-2023,Volkswagen,Tiguan,2022,Used,900,1400,Dual Clutch,SUV,Yes,1690000
268,range,09-02-2023,Range Rover,Velar,2021,Used,10,2000,Automatic,SUV,,3450000
269,a0dbb2b25d0c418d96535c81313d8774,16-02-2023,Kia,Sportage,2020,Used,"30,000",1600,Automatic,SUV,,770000
270,range,16-02-2023,Range Rover,VOGUE,2013,Used,"184,000",5000,Automatic,SUV,,2850000
271,cla,16-02-2023,Mercedes,CLA 180,2022,Used,10,1300,Automatic,Sedan,Yes,1870000
272,grand,16-02-2023,Jeep,Grand Cherokee,2019,Used,"75,000",5700,Automatic,SUV,,1800000
273,cla,16-02-2023,Mercedes,CLA 200,2022,Used,10,1300,Dual Clutch,Sedan,Yes,1920000
274,848e32b5c86449baa0116601e63e98ee,16-02-2023,Kia,Sportage,2012,Used,"195,000",1600,Automatic,SUV,,550000
275,81817a3b44634bf5abc3567a6a1ac98f,16-02-2023,Mercedes,C180,2018,Used,"50,000",1600,Automatic,Sedan,Yes,1625000
276,nissan,16-02-2023,Nissan Motor Egypt,Juke,2013,Used,"90,000",1600,Automatic,SUV,,365000
277,6f88748185a64d24ade70ef41d73804d,16-02-2023,Kia,Sportage,2022,Used,"10,000",1600,Automatic,SUV,Yes,990000
278,f5714724ffec4f4eb2e566d9edb156d3,16-02-2023,Kia,Xceed,2022,Used,200,1500,Automatic,SUV,,900000
279,39f2f830b38546f3a9996a18e10c6369,16-02-2023,Peugeot,3008,2019,Used,"105,000",1600,Automatic,SUV,Yes,780000
280,565c75f97430424fb1311a2f50f7e673,16-02-2023,Volkswagen,Jetta,2021,Used,"37,000",1400,Automatic,Sedan,Yes,1150000
290,4ac7017c8c58414789fb0285fb9a03e9,06-02-2023,BMW,Z4,2022,Used,10,2000,Dual Clutch,Cabriolet,Yes,700000
