,Ad_ID,date,brand,Model,Year,Condition,Kilometers,Engine Capacity (CC),Transmission Type,Body Type,Fabrica?,price
1049,9d9f9f4c710f4f82acb660eecbad4bba,13-02-2023,Speranza,A516,2010,Used,"100,000",1500,Automatic,Sedan,,127000
1050,xc,13-02-2023,Volvo,XC 60,2022,Used,"1,500",2000,Automatic,SUV,,3210000
1051,524437dec45249faad7e74ed54a32fdd,13-02-2023,Toyota,Fortuner,2019,Used,"45,000",4000,Automatic,SUV,Yes,1800000
1052,db4ccdb2380b46a99f23e6de67944ea0,13-02-2023,Renault,Logan,2013,Used,"151,000",1600,Manual,Sedan,,160000
1053,elantra,13-02-2023,Hyundai,Elantra MD,2016,Used,"95,000",1600,Automatic,Sedan,Yes,415000
1054,059fa470c4074d0fbc7304c1ef253eb0,13-02-2023,Geely,Coolray,2022,Used,"22,000",1500,Automatic,SUV,,775000
1055,98a1819e072147b093b75ad07c170588,13-02-2023,Nasr,Shahin,1998,Used,"100,000",1100,Manual,Sedan,,70000
1065,f47554feb67d4f16b3f00a716d6dfca9,07-02-2023,Mercedes,E200,2022,Used,10,2000,Automatic,Sedan,Yes,3600000
1066,dbecaf9d7c1b45b58ca1efa41ab7cf62,13-02-2023,Audi,Q7,2020,Used,"60,000",2000,Automatic,SUV,Yes,2250000
1067,830da491147c44a7acfc97bf925ca9aa,13-02-2023,MG,5,2022,Used,"25,000",1500,CVT,Sedan,,465000
1068,16c8f62ed32c434ab11600f69faa190d,13-02-2023,Toyota,Avanza,2016,Used,"27,000",1500,Automatic,SUV,Yes,550000
1069,acf394590cd2417dbccfa855b7b0352a,13-02-2023,Seat,Ibiza,1994,Used,"192,000",1400,Manual,Hatchback,,68000
1070,cla,13-02-2023,Mercedes,CLA 180,2018,Used,"140,000",1600,Automatic,Sedan,Yes,950000
1071,fc5b308ebcde498598250fc01de23f56,13-02-2023,MG,5,2022,Used,280,1500,CVT,Sedan,,490000
1072,glc,13-02-2023,Mercedes,GLC 300 COUPE,2021,Used,"80,000",2000,Automatic,Coupe,Yes,3000000
1073,nissan,13-02-2023,Nissan Motor Egypt,Qashqai,2013,Used,"135,000",1600,Automatic,Hatchback,Yes,415000
1074,1b0b9896aa68476ca7ebf5605b768b33,13-02-2023,Opel,Insignia,2019,Used,"85,000",1600,Automatic,Sedan,,750000
1075,035606b208254ef2b99975a55f01fe35,13-02-2023,Chevrolet,Lanos,2014,Used,"81,000",1600,Manual,Sedan,,170000
1076,30ee8499ac00460899678194d59d4408,13-02-2023,Chery,A516,2011,Used,"300,000",1600,Manual,Sedan,,97000
1077,cf6a7d66384e4adebeb680c1953b727b,13-02-2023,Kia,Carens,2011,Used,"188,000",1600,Automatic,SUV,,365000
1087,tiggo,09-02-2023,Chery,Tiggo 7,2022,Used,"5,000",1500,Automatic,SUV,,650000
1088,gls,13-02-2023,Mercedes,GLS 580,2023,Used,10,4000,Automatic,SUV,,6000000
1089,cla,13-02-2023,Mercedes,CLA 200,2022,Used,"5,000",1300,Automatic,Sedan,,1850000
1090,6bf0ec99cc2d429da09aa87caeb9528c,13-02-2023,Mercedes,C180,2022,Used,50,1500,Automatic,Sedan,,2500000
1091,f9cd406fadd0428c92657c21cc89a562,13-02-2023,Chevrolet,Optra,2022,Used,"35,000",1500,Automatic,Sedan,,445000
1092,883fbdb035f044e18f6708ee7170271e,13-02-2023,Opel,Insignia,2014,Used,"140,000",1600,Automatic,Sedan,Yes,440000
1093,cf26cd216a64453a82b4f01bbffcdc09,13-02-2023,Ford,Kuga,2018,Used,"100,000",1500,Automatic,SUV,,770000
1094,4a5afeb91b7e4ea3ab0150ba5f292cbe,13-02-2023,Chevrolet,Lanos,2012,Used,"68,500",1500,Manual,Sedan,Yes,170000
1095,e5e749b0a73c43c0a42b486297239dc4,13-02-2023,Peugeot,508,2015,Used,"125,000",1600,Automatic,Sedan,No,530000
1096,e73ae7f99ad643b499f10b2d40b003fa,13-02-2023,MG,5,2021,Used,"59,000",1500,Automatic,Sedan,,420000
1097,fae726a95fe94826a5c4526551e923a4,13-02-2023,Mercedes,C180,2018,Used,"33,000",1600,Automatic,Sedan,Yes,1600000
1098,5778ee55266e4c198edd3b985474bd53,13-02-2023,Renault,Logan,2019,Used,"50,000",1600,Automatic,Sedan,,350000
1131,d0bbcf0519604f2cb21c22f3cc6cd72c,13-02-2023,Skoda,Octavia,2021,Used,"37,000",1400,Automatic,Sedan,Yes,910000
1132,3fa708b2c8ea4036964024a9f4e0e172,13-02-2023,Skoda,Octavia,2022,Used,"50,000",1400,Automatic,Sedan,Yes,990000
1133,fad5fe5b7b204daf9f523ab79c5c2b69,13-02-2023,Audi,Q8,2020,Used,"20,000",3000,Automatic,SUV,,3400000
1134,065cb6008a024b9e98327c6e34c1d4eb,13-02-2023,Speranza,A113,2009,Used,"180,000",1300,Manual,Hatchback,,100000
1135,d5207505f14242e7a45c35beef7fd7ac,13-02-2023,Mitsubishi,Xpander,2019,Used,"120,000",1500,Automatic,SUV,Yes,520000
1136,649d920003e74e24aab72ada30f75ad4,13-02-2023,Chevrolet,Optra,2017,Used,"70,000",1500,Automatic,Sedan,,315000
1137,8faf79cdab814008b33c56591aff3752,13-02-2023,Mazda,2,2016,Used,"59,000",1500,Automatic,Sedan,,365000
1138,d9bef8a286704b7bb87e14378ded71ec,13-02-2023,Skoda,Octavia,2022,Used,"50,000",2000,Dual Clutch,Sedan,,890000
1139,d1ccd1ed2a194582976b46dd6f3dcec7,13-02-2023,Mitsubishi,Lancer,2016,Used,"108,000",1600,Automatic,Sedan,,440000
1140,d6f711566c084822b7dec0f719aa3079,13-02-2023,Renault,Kadjar,2018,Used,"44,183",1200,Automatic,SUV,,720000
1141,nissan,13-02-2023,Nissan Motor Egypt,Sunny,2020,Used,"100,000",1500,Automatic,Sedan,,280000
1150,6f803f55042e4235ab4c5a9af18115af,13-02-2023,Maserati,Ghibli,2021,Used,"29,000",2000,Automatic,Sedan,Yes,3100000
1152,c5ea6e9d034f4382b2d683168234eea3,13-02-2023,Mazda,2,2016,Used,"60,000",1600,Automatic,Sedan,,365000
1153,000634b66ccc4ffba2fc1e2fcdb2fe7d,13-02-2023,Mazda,2,2016,Used,"60,000",1600,Automatic,Sedan,Yes,365000
1154,d0d60a498c9345ca904732f6b4dbe6c4,13-02-2023,MG,5,2021,Used,"60,000",1500,CVT,Sedan,Yes,450000
1155,ef1df5ba326848fcb660a117ffe54d5b,13-02-2023,BYD,F3,2020,Used,"50,000",1500,Automatic,Sedan,Yes,250000
1156,b3d0a1c2176044c4b9a59e6ea0d340d3,13-02-2023,Kia,Sportage,2020,Used,"62,000",1600,Automatic,SUV,Yes,830000
1157,b6254ab4f42c4230b3862d6794dce8c0,13-02-2023,Honda,Civic,1997,Used,"200,000",1600,Automatic,Coupe,,150000
1158,a007ab0f50904e0a9029e8b0a97fbe36,13-02-2023,Toyota,Fortuner,2022,Used,"40,000",4000,Automatic,SUV,Yes,2250000
1159,091b2494fa374636a10afabb00a18163,13-02-2023,Chevrolet,Optra,2023,Used,"5,600",1600,Automatic,Sedan,,460000
1160,0ed7f2d2a0864e5cbbd948ddf3ca8dea,13-02-2023,Renault,Duster,2018,Used,"103,000",1600,Automatic,SUV,Yes,405000
1161,cc237927d9a54c0f9606f0816ad888c9,13-02-2023,Kia,Rio,2001,Used,"200,000",1600,Manual,Sedan,,75000
1162,111ac9ade52b4f3aa7b15711e6c7067a,13-02-2023,Opel,Insignia,2019,Used,"85,000",1600,Automatic,Sedan,Yes,750000
1173,3017a8f1fb11413288565a15e18f91d6,13-02-2023,Chevrolet,Optra,2017,Used,"70,000",1500,Automatic,Sedan,Yes,315000
1174,c957d584755f4589be60d5f984317b92,13-02-2023,Audi,A6,2020,Used,"93,000",2000,Automatic,Sedan,,1850000
1175,c031dcb1c1934b9ba9811245ad6ba860,13-02-2023,Chevrolet,Optra,2017,Used,"70,000",1500,Automatic,Sedan,Yes,315000
1176,5bc9104f557a44988734d2f81835997c,13-02-2023,Renault,Megane,2006,Used,"186,500",1600,Automatic,Sedan,,165000
1177,ce249203a11d464399c4918295bdc46b,13-02-2023,Opel,Insignia,2019,Used,"85,000",1600,Automatic,Sedan,Yes,750000
1178,fb72c03985ad4fd987b1afc5f397918f,13-02-2023,Peugeot,301,2021,Used,"45,000",1600,Automatic,Sedan,,380000
1179,a269a5e0ace948e490c6401bc53e6bd4,13-02-2023,Ford,Focus,2018,Used,"130,000",1000,Automatic,Sedan,Yes,470000
1180,afbcf72040d64e358c318d5ce85b27e8,13-02-2023,Peugeot,508,2021,Used,"35,000",1600,Automatic,Sedan,,1050000
1181,nissan,13-02-2023,Nissan Motor Egypt,Sunny,2023,Used,"6,000",1500,Automatic,Sedan,Yes,410000
1182,70173dfeab8748a3b0f5b1450e778573,13-02-2023,Brilliance,Galena,1998,Used,"1,460,000",2000,Automatic,Sedan,,120000
1183,a5386c5ae90e414ea1dafcf134f62f8d,13-02-2023,Fiat,Tipo,2020,Used,"122,000",1400,Manual,Sedan,,350000
1184,95d7f93121cb4977bca66024145adb99,13-02-2023,BMW,523i,2009,Used,"1,650,000",3000,Automatic,Sedan,,505000
1195,range,13-02-2023,Range Rover,Evoque,2023,Used,10,2000,Automatic,SUV,Yes,2800000
1196,8ea05fc93e59465498edf7de84e27b49,13-02-2023,Mitsubishi,Lancer,2016,Used,"300,000",1600,Automatic,Sedan,,350000
1197,b69ea0924e8848478181c22123cf2d64,13-02-2023,BMW,523i,2009,Used,"196,000",3000,Automatic,Sedan,,475000
1198,ce1d22d1d1134b378fb07ca505b787d1,13-02-2023,Hyundai,Tucson,2018,Used,"50,000",1600,Automatic,SUV,Yes,760000
1199,elantra,13-02-2023,Hyundai,Elantra AD,2020,Used,"100,000",1600,Automatic,Sedan,Yes,550000
1200,65db49c095cf4ed9895a513a0a7adf12,13-02-2023,MG,RX5,2019,Used,"104,000",1500,Automatic,SUV,Yes,580000
1201,125cb733b0f84c7aa788b02014acd643,13-02-2023,Speranza,A113,2011,Used,"110,000",1300,Manual,Hatchback,,120000
1202,1ee09c5d3d194f9eb9446fa59a6305e1,13-02-2023,Mercedes,E200,1978,Used,"200,000",2000,Manual,Sedan,,35000
1203,842bd48195c84401a553d85f37d9521f,13-02-2023,Speranza,A113,2013,Used,"22,000",1300,Manual,Hatchback,Yes,160000
1204,5c98f810770a49a8a11bb6f9fa6cc63d,13-02-2023,Volkswagen,Jetta,2010,Used,"345,000",1600,Automatic,Sedan,,360000
1205,9a0eff1463ba488c8a936ebfb62e3840,13-02-2023,Speranza,A113,2013,Used,"22,000",1300,Manual,Hatchback,Yes,160000
1216,66f21caecc034f0393a24cb648c9806f,13-02-2023,Hyundai,Verna,2007,Used,"170,000",1500,Manual,Sedan,Yes,140000
1217,54873a42414146f38d72fee38f27ba57,13-02-2023,Audi,A4,1998,Used,"140,000",1800,Automatic,Sedan,,150000
1218,56515db7d5684424b50a577849cbfa90,13-02-2023,Peugeot,3008,2019,Used,"69,698",1600,Automatic,SUV,,950000
1219,nissan,13-02-2023,Nissan Motor Egypt,Sunny,2020,Used,"100,000",1500,Automatic,Sedan,,355000
1220,7f2b77a06c3a4231b62d77f66d86fe45,13-02-2023,Brilliance,V6,2019,Used,"67,000",1500,Automatic,SUV,,525000
1221,f94766166991496eb121164868742897,13-02-2023,Kia,Cerato,2009,Used,"195,000",1600,Automatic,Sedan,,270000
1222,3c98c3adbe104c4d8409c34a89720a28,13-02-2023,Mercedes,E300,2020,Used,"45,000",2000,Automatic,Sedan,,2500000
1223,970cad1eed2a4b30bda4fc6f5b153026,13-02-2023,Kia,Cerato,2012,Used,"119,700",1600,Automatic,Coupe,Yes,380000
1224,verna,13-02-2023,Hyundai,Verna 1.6,2013,Used,"145,000",1600,Manual,Sedan,,200000
1225,33ea7bc5b63e48bbaeaba0040c06de70,13-02-2023,Mercedes,E300,2010,Used,"244,000",3000,Automatic,Sedan,,800000
1226,7b7b8269d9094154b70cf40f9c599dfd,13-02-2023,Peugeot,408,2012,Used,"200,000",1600,Manual,Sedan,,230000
1227,66398801d39e49d3b0c8e60a680e5075,13-02-2023,Mitsubishi,Lancer,2014,Used,"195,000",1600,Automatic,Sedan,,325000
1238,a87b290a82e441379af49f72df5b2ee1,13-02-2023,Chevrolet,Optra,2021,Used,"54,000",1500,Automatic,Sedan,,350000
1239,45ee730d8a9b4f0f943dc3780b27105f,13-02-2023,Ford,Fusion,2017,Used,"98,000",1500,Automatic,Sedan,Yes,790000
1240,c,13-02-2023,Citroen,C-Elysee,2019,Used,"169,000",1600,Automatic,Sedan,,375000
1241,20132f548a314ca9b2433cce8793c789,13-02-2023,JAC,J7,2022,Used,"16,000",1500,Automatic,Sedan,Yes,490000
1242,c5,13-02-2023,Citroen,C5 Aircross,2020,Used,"80,000",1600,Automatic,SUV,,825000
1243,d1b03126e9244efd933e72b1a7239e00,13-02-2023,Hyundai,Tucson,2018,Used,"105,000",1600,Automatic,SUV,,700000
1244,03cafd95bae04cdfb3ad3f50218be764,13-02-2023,Renault,Logan,2016,Used,"150,394",1600,Manual,Sedan,,280000
1245,a4e5e32793fe4d9d8b1aef09d1a749dc,13-02-2023,Kia,Picanto,2013,Used,"98,000",1200,Automatic,Hatchback,Yes,300000
1246,caedb4fb77514efa855812e1304490fe,13-02-2023,Mitsubishi,Lancer,2015,Used,"89,000",1600,Automatic,Sedan,,390000
1247,c4b65f4396cf4d1d8305cd4c12daf8a4,13-02-2023,Skoda,Fantasia,2011,Used,"150,000",1600,Automatic,Sedan,Yes,410000
1248,accent,13-02-2023,Hyundai,Accent RB,2012,Used,"134,000",1600,Automatic,Sedan,,300000
1249,ac46f3ffca7f41e4bb63ef99b8fb18b1,13-02-2023,Speranza,A113,2010,Used,"139,000",1400,Manual,Hatchback,No,80000
1259,f30c3599787b46ab8b3b883d9f26e2fe,12-02-2023,Toyota,Corolla,2020,Used,"29,000",1600,Automatic,Sedan,Yes,620000
1260,glc,12-02-2023,Mercedes,GLC 300 COUPE,2020,Used,"90,000",2000,Automatic,Coupe,,2385000
1261,cooper,12-02-2023,Mini,Cooper S,2008,Used,"163,000",1600,Automatic,Hatchback,No,310000
1262,nissan,12-02-2023,Nissan Motor Egypt,Sentra,2019,Used,"75,000",1600,Automatic,Sedan,,470000
1263,8e08075b5c44443aa16a79a274067b41,12-02-2023,Opel,Vectra,2008,Used,"280,000",1600,Automatic,Sedan,No,265000
1264,54130a81622d4262acb0e67eea674f67,12-02-2023,Peugeot,301,2015,Used,"121,000",1600,Automatic,Sedan,,260000
1265,sandero,12-02-2023,Renault,Sandero Stepway,2016,Used,"130,000",1600,Automatic,SUV,,310000
1266,b4566b7e068542ca9d1c432d3f839bbb,12-02-2023,Renault,Kadjar,2021,Used,"47,000",1200,Automatic,SUV,,690000
1267,2d08ba5c8c314b2a9973aecab81b7b8a,12-02-2023,Fiat,Uno,1997,Used,"215,000",1200,Manual,Hatchback,,55000
1268,55e607af16904f7d8f2c911bd91bddb0,12-02-2023,Mitsubishi,Lancer,2007,Used,"100,000",1600,Automatic,Sedan,,215000
1269,aefa8b8a618544259a51097da097ab2c,12-02-2023,Daewoo,Nubira,1998,Used,"150,000",1600,Manual,Sedan,,100000
1270,grand,12-02-2023,Jeep,Grand Cherokee,2022,Used,"25,000",5700,Automatic,SUV,,2600000
1279,580,03-02-2023,580 Eagle,Eagel 580,2022,Used,"12,300",1500,Automatic,SUV,Yes,202500
1280,bc04b855fd2747d1abddc66187041c05,27-01-2023,Opel,Astra,2021,Used,"22,500",1400,Automatic,Sedan,Yes,171000
1281,0704da0373854806bdd61e959689e679,12-02-2023,Renault,Megane,2020,Used,"3,570",1600,Automatic,Sedan,,650000
1282,501bf5701af94a33873682738aa81814,12-02-2023,Nasr,Dogan,1996,Used,"200,000",1600,Manual,Sedan,No,53000
1283,7dd5cae6a37b45448ed06ae91b05bc6c,12-02-2023,Mercedes,A180,2021,Used,"26,000",1300,Automatic,Sedan,Yes,1475000
1284,tiggo,12-02-2023,Chery,Tiggo 7,2021,Used,"13,000",1500,Automatic,SUV,Yes,565000
1285,29fcbf311357471c8e01eca5d6b0172e,12-02-2023,Kia,Soul,2011,Used,"200,000",1600,Automatic,Sedan,,355000
1286,2c28c318e3684c55ba1edeb5c7e7de48,12-02-2023,Ford,Expedition,2005,Used,10,5400,Automatic,Station,No,475000
1287,tucson,12-02-2023,Hyundai,Tucson NX4e,2021,Used,"30,000",1600,Automatic,SUV,Yes,910000
1288,4192274fa0714733be635fe4b8b2d18f,12-02-2023,Chevrolet,Optra,2023,Used,10,1500,Automatic,Sedan,Yes,475000
1289,9d570065c4074b0c9280cf62857bd740,12-02-2023,Chevrolet,Optra,2023,Used,10,1500,Automatic,Sedan,Yes,475000
1290,c8a63bcfff254212b4a88ade7c6018e9,12-02-2023,Opel,Corsa,2023,Used,10,1200,Automatic,Hatchback,Yes,720000
1291,6eb67c1b9277450b8aa08b77e1439ced,12-02-2023,Mercedes,S450,2022,Used,"10,000",3000,Automatic,Sedan,,6400000
1292,ec400d84e865400b859930bb4d7f8d24,12-02-2023,Peugeot,508,2020,Used,"66,000",1600,Automatic,Sedan,,950000
1303,73a3b248dd5f45f7a07a52db2e4b1e08,12-02-2023,BMW,X6,2021,Used,"22,000",4400,Automatic,SUV,,5200000
1304,e,12-02-2023,Mercedes,E 180,2019,Used,"1,000",1600,Automatic,Sedan,,2150000
1305,0a1c37e18dac453e81f14abf7fef3e86,12-02-2023,Dodge,Ram,2022,Used,10,5700,Automatic,Pickup,,2500000
1306,gla,12-02-2023,Mercedes,GLA 200,2021,Used,"27,000",1300,Automatic,SUV,Yes,1850000
1307,da4a4f057adb42229523bcd51ad1fc3a,12-02-2023,BMW,320i,2018,Used,"95,000",2000,Automatic,Sedan,,1050000
1308,b,12-02-2023,Mercedes,B 200,2022,Used,10,1300,Dual Clutch,Hatchback,Yes,1600000
1309,c5,12-02-2023,Citroen,C5 Aircross,2021,Used,"50,000",1600,Automatic,SUV,,1200000
1310,nissan,12-02-2023,Nissan Motor Egypt,Sunny,2018,Used,"78,900",1500,Automatic,Sedan,No,250000
1311,24aae0e5dd6d49eaaef89d53e5f0a5c7,12-02-2023,BMW,535i,2015,Used,"111,000",3000,Automatic,Sedan,,1250000
1312,3c18d14e889843398d98da8609ad113e,12-02-2023,MG,ZS,2021,Used,"55,000",1500,Automatic,SUV,,530000
1313,elantra,12-02-2023,Hyundai,Elantra AD,2019,Used,"90,000",1600,Automatic,Sedan,Yes,525000
1324,5a5e74aaebce416cafdc73e08be43d3c,12-02-2023,Opel,Corsa,2018,Used,"14,000",1400,Automatic,Hatchback,,550000
1325,c831378e0e694c889219341388a82d5d,12-02-2023,Kia,Sportage,2022,Used,100,1600,Automatic,SUV,,1660000
1326,tucson,12-02-2023,Hyundai,Tucson NX4e,2022,Used,"2,000",1600,Automatic,SUV,Yes,1350000
1327,1eb2c623c1954b4d851d70012305bcd8,12-02-2023,Toyota,Corolla,2020,Used,"30,000",1600,Manual,Sedan,Yes,615000
1328,d2eee90d1a044443a22a8fdaeb6ac5da,12-02-2023,Chevrolet,Optra,2009,Used,"170,000",1600,Automatic,Sedan,No,185000
1329,54b0d1465db04c77b1a56e82c18704de,12-02-2023,Peugeot,405,2011,Used,"250,000",1600,Manual,Sedan,,95000
1330,4c7f567e14d542aea6fb04afca12ebb1,12-02-2023,Opel,Astra,2016,Used,"130,000",1600,Automatic,Sedan,,385000
1331,arrizo,12-02-2023,Chery,ARRIZO 5,2020,Used,"40,000",1500,Automatic,Sedan,,270000
1332,68b3c78880104aff8fb9ad655b2b7da8,12-02-2023,Chevrolet,Lanos,2017,Used,"50,000",1500,Manual,Sedan,,195000
1333,dca029c11cfe4fc9a380bf7080564af3,12-02-2023,MG,6,2021,Used,"50,000",1600,Automatic,Sedan,Yes,600000
1334,tiggo,12-02-2023,Chery,Tiggo 8,2022,Used,"45,000",1500,Dual Clutch,SUV,Yes,800000
1346,c960eacad42b4d32836a5311afd37b4b,12-02-2023,Kia,Carnival,2002,Used,"180,000",2500,Automatic,Hatchback,,130000
1347,ead37e4df39a4f7eae805edbd6acfe10,12-02-2023,Renault,Logan,2016,Used,"170,000",1600,Automatic,Sedan,,220000
1348,e300e,12-02-2023,Mercedes,E300e Amg,2021,Used,"10,000",2000,Automatic,Sedan,Yes,2800000
1349,f551a500145e46218697ddf7bfb4b7fb,12-02-2023,Kia,Cerato,2012,Used,"92,000",1600,Automatic,Coupe,Yes,450000
1350,nissan,12-02-2023,Nissan Motor Egypt,Sunny,2019,Used,"65,000",1500,Automatic,Sedan,,290000
1351,be2f01526a6d4ce98b0abd478dab433a,12-02-2023,Kia,Cerato,2018,Used,"80,000",1600,Automatic,Sedan,Yes,560000
1352,a56fc6909fed400aa53042f956e7e725,12-02-2023,Kia,Sportage,2018,Used,"69,000",1600,Automatic,SUV,,740000
1353,4c849f73aaee43858bf640ca48161609,12-02-2023,Renault,Fluence,2013,Used,"77,000",1600,Automatic,Sedan,,300000
1354,e7bdf5c905f04d2cb02e2435f9ebfa10,12-02-2023,Mercedes,E200,2023,Used,15,2000,Automatic,Sedan,,3650000
1355,elantra,12-02-2023,Hyundai,Elantra CN7,2021,Used,"45,000",1600,Automatic,Sedan,,700000
1356,9b418474160a47fa9ae3365e639112e0,12-02-2023,Fiat,Tipo,2022,Used,"2,000",1600,Automatic,Sedan,,600000
1367,21324b0498aa449c9a0ffed072a1b5ab,12-02-2023,Kia,Cerato,2009,Used,180,1600,Automatic,Sedan,,215000
1368,d0bb17fbe4b446b7847faadaceece884,12-02-2023,Skoda,Octavia,2021,Used,"24,000",1400,Automatic,Sedan,Yes,1100000
1369,3fb9f105b782456b8ba581d2a1a50df7,12-02-2023,Lada,2107,2007,Used,"100,000",1600,Manual,Sedan,,48000
1370,range,12-02-2023,Range Rover,Sport,2019,Used,"113,000",3000,Automatic,SUV,,3300000
1371,becf4018b6ff4885981cbcf1995dc2af,12-02-2023,Skoda,Octavia,2007,Used,"155,000",1600,Manual,Sedan,,218000
1372,9d27bbda8e744c64a3b3d10b54d20558,12-02-2023,Renault,Logan,2016,Used,"111,000",1600,Manual,Sedan,,275000
1373,1bbd436ed6e44d04aa3c75df08804484,12-02-2023,Renault,Logan,2019,Used,"70,000",1600,Automatic,Sedan,,315000
1374,1e5e1edefb8747ca959d8c8084a4c6e3,12-02-2023,Opel,Astra,2014,Used,"242,000",1600,Automatic,Sedan,Yes,350000
1375,b162f335c9f14323a83fb1bb62cb5107,12-02-2023,Mercedes,E280,2006,Used,"253,000",3000,Automatic,Sedan,,640000
1376,f05925163f4d4123bd2fc3fc2ec4a5c4,12-02-2023,Renault,Duster,2018,Used,"43,000",1600,Automatic,SUV,,450000
1377,range,12-02-2023,Range Rover,VOGUE,2020,Used,"50,000",3000,Automatic,SUV,,4750000
1378,794fa7da9ea4403086e92b1f9b7bdbb1,12-02-2023,Suzuki,Swift,2022,Used,"4,000",1200,Automatic,Hatchback,Yes,435000
1389,elantra,12-02-2023,Hyundai,Elantra HD,2018,Used,"40,000",1600,Automatic,Sedan,,417000
1390,787fdb86c91546a59494c1057e7bebfd,12-02-2023,Mitsubishi,Lancer,2016,Used,"100,000",1600,Automatic,Sedan,,415000
1391,059a77dbfe4040fb8d064362d9a4ba34,12-02-2023,Nasr,Shahin,1998,Used,"67,000",1400,Manual,Sedan,,45000
1392,nissan,12-02-2023,Nissan Motor Egypt,Sunny,2023,Used,"1,000",1500,Automatic,Sedan,Yes,480000
1393,f459432812db44898847cf8efce5c5af,12-02-2023,Chevrolet,Malibu,2018,Used,"66,600",1500,Automatic,Sedan,,580000
1394,651e29d59fe847cb97a35d6523e67b98,12-02-2023,Fiat,Tipo,2021,Used,"29,000",1400,Manual,Sedan,,550000
1395,fd62029d614e402d9929a292928d3e44,12-02-2023,BMW,320i,2021,Used,"40,000",1600,Automatic,Sedan,,1650000
1396,range,12-02-2023,Range Rover,Sport,2021,Used,"10,000",2000,Automatic,SUV,,4400000
1397,9a594a2ab4af4b9d80a66147f1a4c09c,12-02-2023,Mercedes,C180,2020,Used,"66,030",1500,Automatic,Sedan,,1700000
1398,bb0d880c403f4bb39c717b151c129994,12-02-2023,Hyundai,I10,2022,Used,"12,000",1200,Automatic,Hatchback,,460000
1399,8a9e8415c8294245bcf22f9e70cdb0f3,12-02-2023,Renault,Logan,2011,Used,"141,000",1600,Manual,Sedan,,157000
1400,1fc02e4faf17416393af15f0e8c13b61,12-02-2023,Kia,Sportage,2014,Used,"114,000",1500,Automatic,SUV,,530000
1410,6cf051e73a5f486ba2fd995b2f67cd36,12-02-2023,Hyundai,Tucson,2019,Used,"72,000",1600,Automatic,SUV,Yes,850000
1411,b56d7f8708214960822b6d025e40d24a,12-02-2023,BMW,520i,2023,Used,"1,000",1600,Automatic,Sedan,,2600000
1412,68234cf477284cf898a0678627d6a6a2,12-02-2023,Chevrolet,Aveo,2013,Used,"280,000",1400,Automatic,Sedan,,185000
1413,e,12-02-2023,Mercedes,E 180,2019,Used,"17,400",1600,Automatic,Sedan,,2200000
1414,fbfffcfa29ad4fb38bd651646040a571,12-02-2023,Hyundai,Tucson,2021,Used,"38,000",1600,Automatic,SUV,,1150000
1415,0dd5a2a7dca44749a9ca22478f52ad69,12-02-2023,Peugeot,5008,2021,Used,"30,000",1600,Automatic,SUV,,1300000
1416,947826eb818e4575a40a202a14ed910f,12-02-2023,Kia,Cerato,2010,Used,"260,000",1600,Manual,Sedan,,280000
1417,8a63a5efc5d04819abaa07c4b9293927,12-02-2023,BMW,318i,2018,Used,"125,000",1500,Automatic,Sedan,Yes,850000
1418,df4c27bf18994e5dbc955521260d7f24,12-02-2023,BMW,318i,2018,Used,"130,000",1500,Automatic,Sedan,,890000
1419,b422875c006f45ab86920cb3b38da27b,12-02-2023,Jeep,Cherokee,2008,Used,"156,000",3700,Automatic,SUV,Yes,430000
1420,11e134604b714ac5abda3e7b3375ae4e,12-02-2023,Toyota,Corolla,2022,Used,"1,000",1600,Automatic,Sedan,,780000
1421,967f0832f656480da5763a7e7e5d7dd4,12-02-2023,Lada,2107,2008,Used,"88,000",1600,Manual,Sedan,Yes,45000
1432,grand,11-02-2023,Jeep,Grand Cherokee,2015,Used,"128,000",5700,Automatic,SUV,Yes,1270000
1433,bc605ddff7014c7089f75d0ef2c4133a,11-02-2023,Toyota,Fortuner,1993,Used,"339,000",2700,Automatic,Hatchback,,350000
1434,6e7c74c76c8c4c519f9fcb29068f54c1,11-02-2023,Renault,Laguna,2020,Used,"140,000",1600,Manual,Sedan,Yes,250000
1435,9125172cab0c4ddd93ab1b9ea5996a3b,11-02-2023,Chevrolet,Captiva,2021,Used,"22,000",1500,Automatic,SUV,,800000
1436,d794ae51b761468eae510d6b331bb252,11-02-2023,Mercedes,C180,2023,Used,20,1500,Automatic,Sedan,Yes,2600000
1437,4a330cf1d4054c17b444f1dde55add2f,11-02-2023,Peugeot,508,2022,Used,"25,000",1600,Automatic,Sedan,,1100000
1438,ae6111093feb47dc825978914fd9e3ca,11-02-2023,JETOUR,X95,2022,Used,"12,000",1600,Dual Clutch,SUV,Yes,850000
1439,1d5691cfe93a497e99fdf2d721fe9e72,11-02-2023,Mitsubishi,Lancer,2005,Used,"215,000",1600,Automatic,Sedan,,230000
1440,nissan,11-02-2023,Nissan Motor Egypt,Sunny,2017,Used,"54,000",1500,Automatic,Sedan,Yes,325000
1441,nissan,11-02-2023,Nissan Motor Egypt,Sunny,2007,Used,"137,000",1600,Automatic,Sedan,,230000
1442,tiggo,11-02-2023,Chery,Tiggo 3,2023,Used,"6,000",1600,Automatic,SUV,,490000
